0	0	0	0	0
10	0.02	0.02	0.188138	0.0019086
10	0.04	0.04	0.359404	0.00741298
10	0.06	0.06	0.512902	0.0161662
10	0.08	0.08	0.648033	0.0278066
10	0.1	0.1	0.76448	0.041963
10	0.12	0.12	0.86219	0.0582608
10	0.14	0.14	0.941351	0.0763268
10	0.16	0.16	1.00238	0.0957939
10	0.18	0.18	1.04588	0.116305
10	0.2	0.2	1.07265	0.137518
10	0.22	0.22	1.08364	0.159106
10	0.24	0.24	1.07991	0.180765
10	0.26	0.26	1.06264	0.202212
10	0.28	0.28	1.0331	0.223189
10	0.3	0.3	0.992608	0.243463
10	0.32	0.32	0.942524	0.262829
10	0.34	0.34	0.884226	0.281109
10	0.36	0.36	0.819093	0.298153
10	0.38	0.38	0.748483	0.313836
10	0.4	0.4	0.673721	0.328064
10	0.42	0.42	0.596084	0.340766
10	0.44	0.44	0.516787	0.351897
10	0.46	0.46	0.436971	0.361434
10	0.48	0.48	0.357699	0.369379
10	0.5	0.5	0.279943	0.375752
10	0.52	0.52	0.204582	0.380593
10	0.54	0.54	0.132396	0.383957
10	0.56	0.56	0.0640659	0.385914
10	0.58	0.58	0.000169097	0.386549
10	0.6	0.6	-0.0588173	0.385954
10	0.62	0.62	-0.112516	0.384231
10	0.64	0.64	-0.160646	0.38149
10	0.66	0.66	-0.203019	0.377844
10	0.68	0.68	-0.239535	0.373409
10	0.7	0.7	-0.270179	0.368302
10	0.72	0.72	-0.295008	0.36264
10	0.74	0.74	-0.314152	0.356539
10	0.76	0.76	-0.327803	0.350111
10	0.78	0.78	-0.336209	0.343462
10	0.8	0.8	-0.339665	0.336695
10	0.82	0.82	-0.338508	0.329906
10	0.84	0.84	-0.333107	0.323183
10	0.86	0.86	-0.323857	0.316608
10	0.88	0.88	-0.311174	0.310252
10	0.9	0.9	-0.295483	0.304181
10	0.92	0.92	-0.277216	0.29845
10	0.94	0.94	-0.256805	0.293107
10	0.96	0.96	-0.234676	0.288189
10	0.98	0.98	-0.211245	0.283728
10	1	1	-0.186911	0.279745
10	1.02	1.02	-0.162056	0.276255
10	1.04	1.04	-0.137038	0.273264
10	1.06	1.06	-0.112189	0.270773
10	1.08	1.08	-0.0878147	0.268774
10	1.1	1.1	-0.0641902	0.267255
10	1.12	1.12	-0.0415605	0.266199
10	1.14	1.14	-0.0201386	0.265584
10	1.16	1.16	-0.000106019	0.265384
10	1.18	1.18	0.0183878	0.26557
10	1.2	1.2	0.0352243	0.266109
10	1.22	1.22	0.0503156	0.266967
10	1.24	1.24	0.0636025	0.268109
10	1.26	1.26	0.0750538	0.269499
10	1.28	1.28	0.0846641	0.271099
10	1.3	1.3	0.0924517	0.272874
10	1.32	1.32	0.0984573	0.274786
10	1.34	1.34	0.102741	0.2768
10	1.36	1.36	0.10538	0.278884
10	1.38	1.38	0.106468	0.281005
10	1.4	1.4	0.106109	0.283133
10	1.42	1.42	0.104419	0.285241
10	1.44	1.44	0.101523	0.287302
10	1.46	1.46	0.0975503	0.289294
10	1.48	1.48	0.0926342	0.291198
10	1.5	1.5	0.0869104	0.292994
10	1.52	1.52	0.0805143	0.29467
10	1.54	1.54	0.0735793	0.296211
10	1.56	1.56	0.0662357	0.29761
10	1.58	1.58	0.058609	0.298859
10	1.6	1.6	0.0508184	0.299953
10	1.62	1.62	0.0429763	0.300891
10	1.64	1.64	0.0351871	0.301673
10	1.66	1.66	0.0275464	0.3023
10	1.68	1.68	0.0201405	0.302776
10	1.7	1.7	0.0130462	0.303108
10	1.72	1.72	0.00633038	0.303301
10	1.74	1.74	4.98534e-005	0.303364
10	1.76	1.76	-0.00574844	0.303306
10	1.78	1.78	-0.0110274	0.303137
10	1.8	1.8	-0.0157593	0.302868
10	1.82	1.82	-0.0199257	0.302511
10	1.84	1.84	-0.0235167	0.302075
10	1.86	1.86	-0.0265306	0.301574
10	1.88	1.88	-0.0289732	0.301018
10	1.9	1.9	-0.0308572	0.300419
10	1.92	1.92	-0.0322013	0.299787
10	1.94	1.94	-0.03303	0.299134
10	1.96	1.96	-0.0333722	0.298469
10	1.98	1.98	-0.0332609	0.297802
10	2	2	-0.0327324	0.297141
10	2.02	2.02	-0.0318256	0.296495
10	2.04	2.04	-0.0305812	0.295871
10	2.06	2.06	-0.029041	0.295274
10	2.08	2.08	-0.0272475	0.294711
10	2.1	2.1	-0.0252431	0.294186
10	2.12	2.12	-0.0230697	0.293702
10	2.14	2.14	-0.0207682	0.293264
10	2.16	2.16	-0.0183777	0.292872
10	2.18	2.18	-0.0159359	0.292529
10	2.2	2.2	-0.0134778	0.292235
10	2.22	2.22	-0.0110361	0.29199
10	2.24	2.24	-0.00864095	0.291793
10	2.26	2.26	-0.00631933	0.291643
10	2.28	2.28	-0.00409532	0.291539
10	2.3	2.3	-0.00198988	0.291479
10	2.32	2.32	-2.08378e-005	0.291459
10	2.34	2.34	0.00179708	0.291477
10	2.36	2.36	0.00345223	0.29153
10	2.38	2.38	0.00493593	0.291614
10	2.4	2.4	0.00624239	0.291726
10	2.42	2.42	0.0073685	0.291862
10	2.44	2.44	0.00831371	0.29202
10	2.46	2.46	0.00907984	0.292194
10	2.48	2.48	0.00967085	0.292382
10	2.5	2.5	0.0100926	0.29258
10	2.52	2.52	0.0103528	0.292784
10	2.54	2.54	0.0104605	0.292993
10	2.56	2.56	0.010426	0.293202
10	2.58	2.58	0.0102607	0.293409
10	2.6	2.6	0.00997672	0.293611
10	2.62	2.62	0.00958692	0.293807
10	2.64	2.64	0.00910438	0.293994
10	2.66	2.66	0.00854241	0.294171
10	2.68	2.68	0.0079143	0.294335
10	2.7	2.7	0.00723318	0.294487
10	2.72	2.72	0.00651185	0.294625
10	2.74	2.74	0.00576262	0.294747
10	2.76	2.76	0.00499724	0.294855
10	2.78	2.78	0.00422674	0.294947
10	2.8	2.8	0.00346138	0.295024
10	2.82	2.82	0.00271056	0.295086
10	2.84	2.84	0.00198277	0.295133
10	2.86	2.86	0.00128555	0.295165
10	2.88	2.88	0.000625488	0.295184
10	2.9	2.9	8.16545e-006	0.295191
10	2.92	2.92	-0.0005618	0.295185
10	2.94	2.94	-0.00108075	0.295168
10	2.96	2.96	-0.00154597	0.295142
10	2.98	2.98	-0.00195564	0.295107
10	3	3	-0.00230878	0.295064
10	3.02	3.02	-0.00260521	0.295015
10	3.04	3.04	-0.00284551	0.29496
10	3.06	3.06	-0.00303091	0.294901
10	3.08	3.08	-0.00316326	0.294839
10	3.1	3.1	-0.00324495	0.294775
10	3.12	3.12	-0.00327882	0.29471
10	3.14	3.14	-0.00326812	0.294644
10	3.16	3.16	-0.00321641	0.29458
10	3.18	3.18	-0.00312751	0.294516
10	3.2	3.2	-0.00300541	0.294455
10	3.22	3.22	-0.00285424	0.294396
10	3.24	3.24	-0.00267815	0.294341
10	3.26	3.26	-0.00248132	0.294289
10	3.28	3.28	-0.00226786	0.294242
10	3.3	3.3	-0.00204178	0.294198
10	3.32	3.32	-0.00180696	0.29416
10	3.34	3.34	-0.00156706	0.294126
10	3.36	3.36	-0.00132554	0.294097
10	3.38	3.38	-0.00108563	0.294073
10	3.4	3.4	-0.000850267	0.294054
10	3.42	3.42	-0.000622117	0.294039
10	3.44	3.44	-0.000403544	0.294029
10	3.46	3.46	-0.000196611	0.294023
10	3.48	3.48	-3.07171e-006	0.294021
10	3.5	3.5	0.000175627	0.294023
10	3.52	3.52	0.000338339	0.294028
10	3.54	3.54	0.000484211	0.294036
10	3.56	3.56	0.000612669	0.294047
10	3.58	3.58	0.00072341	0.29406
10	3.6	3.6	0.000816376	0.294076
10	3.62	3.62	0.000891746	0.294093
10	3.64	3.64	0.000949907	0.294111
10	3.66	3.66	0.000991438	0.294131
10	3.68	3.68	0.00101709	0.294151
10	3.7	3.7	0.00102774	0.294171
10	3.72	3.72	0.00102443	0.294192
10	3.74	3.74	0.00100825	0.294212
10	3.76	3.76	0.000980415	0.294232
10	3.78	3.78	0.00094217	0.294251
10	3.8	3.8	0.000894806	0.29427
10	3.82	3.82	0.000839631	0.294287
10	3.84	3.84	0.00077795	0.294303
10	3.86	3.86	0.000711054	0.294318
10	3.88	3.88	0.0006402	0.294332
10	3.9	3.9	0.000566599	0.294344
10	3.92	3.92	0.000491405	0.294354
10	3.94	3.94	0.000415701	0.294364
10	3.96	3.96	0.000340498	0.294371
10	3.98	3.98	0.000266718	0.294377
